request_id,prompt_id,category,strategy,assigned_worker,server_url,start_time_iso,end_time_iso,latency_s,output_chars,success,status_code,error_message
par-0000,R001,os,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:05.396893+00:00,2026-06-05T12:06:11.726631+00:00,6.3297,241,True,200,
par-0006,R007,code,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:05.378051+00:00,2026-06-05T12:06:12.441475+00:00,7.0634,264,True,200,
par-0008,R009,summary,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:11.740893+00:00,2026-06-05T12:06:14.874630+00:00,3.1338,78,True,200,
par-0001,R002,os,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:05.376720+00:00,2026-06-05T12:06:19.869814+00:00,14.4931,457,True,200,
par-0005,R006,code,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:05.397009+00:00,2026-06-05T12:06:19.915924+00:00,14.5189,362,True,200,
par-0003,R004,os,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:05.397009+00:00,2026-06-05T12:06:20.165435+00:00,14.7684,427,True,200,
par-0007,R008,code,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:05.396708+00:00,2026-06-05T12:06:20.165835+00:00,14.7691,467,True,200,
par-0002,R003,os,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:05.376789+00:00,2026-06-05T12:06:20.339081+00:00,14.9623,434,True,200,
par-0004,R005,os,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:05.379421+00:00,2026-06-05T12:06:20.576996+00:00,15.1976,397,True,200,
par-0009,R010,summary,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:12.446215+00:00,2026-06-05T12:06:22.779209+00:00,10.333,97,True,200,
par-0017,R018,ray,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:22.782290+00:00,2026-06-05T12:06:26.500789+00:00,3.7185,153,True,200,
par-0013,R014,llm_deploy,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:20.168434+00:00,2026-06-05T12:06:28.102593+00:00,7.9342,300,True,200,
par-0010,R011,reasoning,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:14.879129+00:00,2026-06-05T12:06:29.843900+00:00,14.9648,377,True,200,
par-0012,R013,reasoning,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:19.918820+00:00,2026-06-05T12:06:30.164202+00:00,10.2454,254,True,200,
par-0011,R012,reasoning,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:19.872930+00:00,2026-06-05T12:06:34.364263+00:00,14.4913,420,True,200,
par-0014,R015,llm_deploy,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:20.168606+00:00,2026-06-05T12:06:34.716424+00:00,14.5478,520,True,200,
par-0015,R016,llm_deploy,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:20.342370+00:00,2026-06-05T12:06:34.718929+00:00,14.3766,458,True,200,
par-0016,R017,llm_deploy,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:20.579900+00:00,2026-06-05T12:06:34.981235+00:00,14.4013,464,True,200,
par-0023,R024,summary,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:34.719114+00:00,2026-06-05T12:06:36.906691+00:00,2.1876,70,True,200,
par-0024,R025,reasoning,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:34.721262+00:00,2026-06-05T12:06:39.194719+00:00,4.4735,145,True,200,
par-0019,R020,ray,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:28.106427+00:00,2026-06-05T12:06:42.864129+00:00,14.7577,469,True,200,
par-0018,R019,ray,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:26.504834+00:00,2026-06-05T12:06:43.875154+00:00,17.3703,374,True,200,
par-0020,R021,ray,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:29.847400+00:00,2026-06-05T12:06:44.096939+00:00,14.2496,441,True,200,
par-0021,R022,os,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:30.167613+00:00,2026-06-05T12:06:44.679504+00:00,14.5119,430,True,200,
par-0022,R023,code,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:34.367271+00:00,2026-06-05T12:06:49.027427+00:00,14.6602,432,True,200,
par-0025,R026,llm_deploy,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:34.984109+00:00,2026-06-05T12:06:49.987013+00:00,15.0029,448,True,200,
par-0029,R030,code,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:43.878251+00:00,2026-06-05T12:06:50.882177+00:00,7.0039,184,True,200,
par-0026,R027,llm_deploy,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:36.909630+00:00,2026-06-05T12:06:52.066630+00:00,15.157,527,True,200,
par-0027,R028,ray,ray_parallel,worker_1,http://127.0.0.1:8081,2026-06-05T12:06:39.197722+00:00,2026-06-05T12:06:52.588509+00:00,13.3908,464,True,200,
par-0028,R029,os,ray_parallel,worker_0,http://127.0.0.1:8080,2026-06-05T12:06:42.867998+00:00,2026-06-05T12:06:54.166409+00:00,11.2984,461,True,200,
